Mouse.Gene_ID	MGI	Entrez.Gene_ID	Human.Gene_ID	HGNC
ENSMUSG00000078510	Pramel28	NA	ENSG00000279169	PRAMEF13
ENSMUSG00000078510	Pramel28	NA	ENSG00000187545	PRAMEF10
ENSMUSG00000078510	Pramel28	NA	ENSG00000239810	PRAMEF11
ENSMUSG00000078510	Pramel28	NA	ENSG00000116721	PRAMEF1
ENSMUSG00000078510	Pramel28	NA	ENSG00000232423	PRAMEF6
ENSMUSG00000065402	Mir122	387231	ENSG00000284440	MIR122
ENSMUSG00000075145	Olfr1155	258636	ENSG00000205029	OR5D16
ENSMUSG00000089824	Rbm12	75710	ENSG00000244462	RBM12
ENSMUSG00000079531	Pwwp4d	546325	ENSG00000278803	PWWP4
ENSMUSG00000034958	Atcay	16467	ENSG00000167654	ATCAY
ENSMUSG00000095996	Gm16513	100041253	ENSG00000279804	PRAMEF18
ENSMUSG00000095996	Gm16513	100041253	ENSG00000120952	PRAMEF2
ENSMUSG00000095996	Gm16513	100041253	ENSG00000243073	PRAMEF4
ENSMUSG00000095996	Gm16513	100041253	ENSG00000279169	PRAMEF13
ENSMUSG00000095996	Gm16513	100041253	ENSG00000187545	PRAMEF10
ENSMUSG00000095996	Gm16513	100041253	ENSG00000239810	PRAMEF11
ENSMUSG00000095996	Gm16513	100041253	ENSG00000116721	PRAMEF1
ENSMUSG00000095996	Gm16513	100041253	ENSG00000232423	PRAMEF6
ENSMUSG00000039431	Mtmr7	54384	ENSG00000003987	MTMR7
ENSMUSG00000050350	Gpr18	110168	ENSG00000125245	GPR18
ENSMUSG00000056458	Mok	26448	ENSG00000080823	MOK
ENSMUSG00000070904	Ifna4	15967	ENSG00000147885	IFNA16
ENSMUSG00000070904	Ifna4	15967	ENSG00000188379	IFNA2
ENSMUSG00000070904	Ifna4	15967	ENSG00000120235	IFNA6
ENSMUSG00000070904	Ifna4	15967	ENSG00000233816	IFNA13
ENSMUSG00000070904	Ifna4	15967	ENSG00000214042	IFNA7
ENSMUSG00000070904	Ifna4	15967	ENSG00000234829	IFNA17
ENSMUSG00000070904	Ifna4	15967	ENSG00000137080	IFNA21
ENSMUSG00000070904	Ifna4	15967	ENSG00000197919	IFNA1
ENSMUSG00000039512	Uhrf1bp1	224648	ENSG00000065060	UHRF1BP1
ENSMUSG00000012296	Tjap1	74094	ENSG00000137221	TJAP1
ENSMUSG00000021240	Abcd4	19300	ENSG00000119688	ABCD4
ENSMUSG00000013523	Bcas1	76960	ENSG00000064787	BCAS1
ENSMUSG00000047260	Emc6	66048	ENSG00000127774	EMC6
ENSMUSG00000028672	Hmgcl	15356	ENSG00000117305	HMGCL
ENSMUSG00000043439	Epop	103551	ENSG00000273604	EPOP
ENSMUSG00000001175	Calm1	12313	ENSG00000198668	CALM1
ENSMUSG00000021275	Tecpr2	104859	ENSG00000196663	TECPR2
ENSMUSG00000069584	Gm10272	16697	ENSG00000188155	KRTAP10-6
ENSMUSG00000069584	Gm10272	16697	ENSG00000221837	KRTAP10-9
ENSMUSG00000060166	Zdhhc8	27801	ENSG00000099904	ZDHHC8
ENSMUSG00000004837	Grap	71520	ENSG00000189152	GRAPL
ENSMUSG00000092986	Gm25574	NA	ENSG00000278724	
ENSMUSG00000021198	Unc79	217843	ENSG00000133958	UNC79
ENSMUSG00000022184	Fbxo4	106052	ENSG00000151876	FBXO4
ENSMUSG00000032212	Sltm	66660	ENSG00000137776	SLTM
ENSMUSG00000028369	Svep1	64817	ENSG00000165124	SVEP1
ENSMUSG00000025630	Hprt	15452	ENSG00000165704	HPRT1
ENSMUSG00000052854	Nrk	27206	ENSG00000123572	NRK
ENSMUSG00000045969	Ing1	26356	ENSG00000153487	ING1
ENSMUSG00000041729	Coro2b	235431	ENSG00000103647	CORO2B
ENSMUSG00000027189	Trim44	80985	ENSG00000166326	TRIM44
ENSMUSG00000037740	Mrps26	99045	ENSG00000125901	MRPS26
ENSMUSG00000025218	Poll	56626	ENSG00000166169	POLL
ENSMUSG00000111517	Olfr1238	258786	ENSG00000221840	OR4A5
ENSMUSG00000111517	Olfr1238	258786	ENSG00000225997	OR4A8
ENSMUSG00000033446	Lpar6	67168	ENSG00000139679	LPAR6
ENSMUSG00000028410	Dnaja1	15502	ENSG00000086061	DNAJA1
ENSMUSG00000050295	Foxc1	17300	ENSG00000054598	FOXC1
ENSMUSG00000040560	Wdr7	104082	ENSG00000091157	WDR7
ENSMUSG00000024811	Tnks2	74493	ENSG00000107854	TNKS2
ENSMUSG00000003644	Rps6ka1	20111	ENSG00000117676	RPS6KA1
ENSMUSG00000036158	Prickle1	106042	ENSG00000139174	PRICKLE1
ENSMUSG00000037992	Rara	19401	ENSG00000131759	RARA
ENSMUSG00000044566	Cage1	71213	ENSG00000164304	CAGE1
ENSMUSG00000049047	Armcx3	71703	ENSG00000102401	ARMCX3
ENSMUSG00000032584	Mst1r	19882	ENSG00000164078	MST1R
ENSMUSG00000058099	Nfam1	74039	ENSG00000235568	NFAM1
ENSMUSG00000021555	Naa35	78689	ENSG00000135040	NAA35
ENSMUSG00000041779	Tram2	170829	ENSG00000065308	TRAM2
ENSMUSG00000087370	Tmem170b	621976	ENSG00000205269	TMEM170B
ENSMUSG00000025171	Ubtd1	226122	ENSG00000165886	UBTD1
ENSMUSG00000045731	Pnoc	18155	ENSG00000168081	PNOC
ENSMUSG00000023066	Rttn	246102	ENSG00000176225	RTTN
ENSMUSG00000027166	Dnajc24	99349	ENSG00000170946	DNAJC24
ENSMUSG00000095817	Gm3238	100041261	ENSG00000215454	KRTAP10-4
ENSMUSG00000095817	Gm3238	100041261	ENSG00000188155	KRTAP10-6
ENSMUSG00000095817	Gm3238	100041261	ENSG00000221837	KRTAP10-9
ENSMUSG00000095817	Gm3238	100041261	ENSG00000243489	KRTAP10-11
ENSMUSG00000094127	G530012D18Rik	NA	ENSG00000132432	SEC61G
ENSMUSG00000107392	Pramel35	665802	ENSG00000279804	PRAMEF18
ENSMUSG00000107392	Pramel35	665802	ENSG00000120952	PRAMEF2
ENSMUSG00000107392	Pramel35	665802	ENSG00000243073	PRAMEF4
ENSMUSG00000107392	Pramel35	665802	ENSG00000279169	PRAMEF13
ENSMUSG00000107392	Pramel35	665802	ENSG00000187545	PRAMEF10
ENSMUSG00000107392	Pramel35	665802	ENSG00000239810	PRAMEF11
ENSMUSG00000107392	Pramel35	665802	ENSG00000116721	PRAMEF1
ENSMUSG00000107392	Pramel35	665802	ENSG00000232423	PRAMEF6
ENSMUSG00000063632	Sox11	20666	ENSG00000176887	SOX11
ENSMUSG00000017929	B4galt5	56336	ENSG00000158470	B4GALT5
ENSMUSG00000096139	Pramel50	666203	ENSG00000279804	PRAMEF18
ENSMUSG00000096139	Pramel50	666203	ENSG00000120952	PRAMEF2
ENSMUSG00000096139	Pramel50	666203	ENSG00000243073	PRAMEF4
ENSMUSG00000096139	Pramel50	666203	ENSG00000279169	PRAMEF13
ENSMUSG00000096139	Pramel50	666203	ENSG00000187545	PRAMEF10
ENSMUSG00000096139	Pramel50	666203	ENSG00000239810	PRAMEF11
ENSMUSG00000096139	Pramel50	666203	ENSG00000116721	PRAMEF1
ENSMUSG00000096139	Pramel50	666203	ENSG00000232423	PRAMEF6
ENSMUSG00000020627	Klhl29	208439	ENSG00000119771	KLHL29
ENSMUSG00000036046	5031439G07Rik	223739	ENSG00000100364	KIAA0930
ENSMUSG00000037725	Ckap2	80986	ENSG00000136108	CKAP2
ENSMUSG00000114942	Gm49361	NA	ENSG00000150457	LATS2
ENSMUSG00000039607	Rbms3	207181	ENSG00000144642	RBMS3
ENSMUSG00000035049	Rrp12	107094	ENSG00000052749	RRP12
ENSMUSG00000066072	Cyp4a10	13117	ENSG00000186204	CYP4F12
ENSMUSG00000065450	Mir448	723914	ENSG00000199001	MIR448
ENSMUSG00000024687	Osbp	76303	ENSG00000110048	OSBP
ENSMUSG00000071679	Rtl4	619287	ENSG00000187823	RTL4
ENSMUSG00000042750	Bex2	12069	ENSG00000133169	BEX1
ENSMUSG00000023349	Clec4n	56620	ENSG00000205846	CLEC6A
ENSMUSG00000037307	Banf2	403171	ENSG00000125888	BANF2
ENSMUSG00000022496	Tnfrsf17	21935	ENSG00000048462	TNFRSF17
ENSMUSG00000035171	1110059E24Rik	66206	ENSG00000155621	C9orf85
ENSMUSG00000035171	1110059E24Rik	118568607	ENSG00000155621	C9orf85
ENSMUSG00000048833	Slc39a9	328133	ENSG00000029364	SLC39A9
ENSMUSG00000032705	Exd2	97827	ENSG00000081177	EXD2
ENSMUSG00000046593	Tmem215	320500	ENSG00000188133	TMEM215
ENSMUSG00000028345	Tex10	269536	ENSG00000136891	TEX10
ENSMUSG00000034911	Ushbp1	234395	ENSG00000130307	USHBP1
ENSMUSG00000059991	Nptx2	53324	ENSG00000106236	NPTX2
ENSMUSG00000049191	Rtl5	331474	ENSG00000242732	RTL5
ENSMUSG00000027589	Pcmtd2	245867	ENSG00000203880	PCMTD2
ENSMUSG00000035842	Ddx11	320209	ENSG00000013573	DDX11
ENSMUSG00000027544	Nfatc2	18019	ENSG00000101096	NFATC2
ENSMUSG00000030244	Gys2	232493	ENSG00000111713	GYS2
ENSMUSG00000065518	Mir423	751519	ENSG00000266919	
ENSMUSG00000057000	Nxf3	245610	ENSG00000147206	NXF3
ENSMUSG00000046435	Pramel24	277666	ENSG00000279804	PRAMEF18
ENSMUSG00000046435	Pramel24	277666	ENSG00000120952	PRAMEF2
ENSMUSG00000046435	Pramel24	277666	ENSG00000243073	PRAMEF4
ENSMUSG00000046435	Pramel24	277666	ENSG00000279169	PRAMEF13
ENSMUSG00000046435	Pramel24	277666	ENSG00000187545	PRAMEF10
ENSMUSG00000046435	Pramel24	277666	ENSG00000239810	PRAMEF11
ENSMUSG00000046435	Pramel24	277666	ENSG00000116721	PRAMEF1
ENSMUSG00000046435	Pramel24	277666	ENSG00000232423	PRAMEF6
ENSMUSG00000112864	Gm18596	NA	ENSG00000215454	KRTAP10-4
ENSMUSG00000112864	Gm18596	NA	ENSG00000188155	KRTAP10-6
ENSMUSG00000112864	Gm18596	NA	ENSG00000221837	KRTAP10-9
ENSMUSG00000112864	Gm18596	NA	ENSG00000243489	KRTAP10-11
ENSMUSG00000095896	Ifna14	404549	ENSG00000147885	IFNA16
ENSMUSG00000095896	Ifna14	404549	ENSG00000188379	IFNA2
ENSMUSG00000095896	Ifna14	404549	ENSG00000120235	IFNA6
ENSMUSG00000095896	Ifna14	404549	ENSG00000233816	IFNA13
ENSMUSG00000095896	Ifna14	404549	ENSG00000214042	IFNA7
ENSMUSG00000095896	Ifna14	404549	ENSG00000234829	IFNA17
ENSMUSG00000095896	Ifna14	404549	ENSG00000137080	IFNA21
ENSMUSG00000095896	Ifna14	404549	ENSG00000197919	IFNA1
ENSMUSG00000047508	Mbd3l2	234988	ENSG00000182315	MBD3L3
ENSMUSG00000085795	Zfp703	353310	ENSG00000183779	ZNF703
ENSMUSG00000071847	Apcdd1	494504	ENSG00000154856	APCDD1
ENSMUSG00000042258	Isl1	16392	ENSG00000016082	ISL1
ENSMUSG00000048967	Yjefn3	234365	ENSG00000258674	
ENSMUSG00000025857	Dnaaf5	433956	ENSG00000164818	DNAAF5
ENSMUSG00000000248	Clec2g	70809	ENSG00000069493	CLEC2D
ENSMUSG00000036769	Wdr44	72404	ENSG00000131725	WDR44
ENSMUSG00000035239	Neu3	50877	ENSG00000162139	NEU3
ENSMUSG00000027642	Rpn2	20014	ENSG00000118705	RPN2
ENSMUSG00000001521	Tulp3	22158	ENSG00000078246	TULP3
ENSMUSG00000029757	Dync1i1	13426	ENSG00000158560	DYNC1I1
ENSMUSG00000029192	Tbc1d14	100855	ENSG00000132405	TBC1D14
ENSMUSG00000009292	Trpm2	28240	ENSG00000142185	TRPM2
ENSMUSG00000041147	Brca2	12190	ENSG00000139618	BRCA2
ENSMUSG00000024645	Timm21	67105	ENSG00000075336	TIMM21
ENSMUSG00000027167	Elp4	77766	ENSG00000109911	ELP4
ENSMUSG00000043418	Lrit2	239038	ENSG00000204033	LRIT2
ENSMUSG00000031271	Serpina7	331535	ENSG00000123561	SERPINA7
ENSMUSG00000094818	Defa32	100041890	ENSG00000164821	DEFA4
ENSMUSG00000094818	Defa32	100041890	ENSG00000164816	DEFA5
ENSMUSG00000094818	Defa32	100041890	ENSG00000239839	DEFA3
ENSMUSG00000094818	Defa32	100041890	ENSG00000164822	DEFA6
ENSMUSG00000032497	Lrrfip2	71268	ENSG00000093167	LRRFIP2
ENSMUSG00000002343	Armc6	76813	ENSG00000105676	ARMC6
ENSMUSG00000058019	Ces5a	67935	ENSG00000159398	CES5A
ENSMUSG00000052560	Cpne8	66871	ENSG00000139117	CPNE8
ENSMUSG00000028591	Pramel13	77632	ENSG00000279804	PRAMEF18
ENSMUSG00000028591	Pramel13	77632	ENSG00000120952	PRAMEF2
ENSMUSG00000028591	Pramel13	77632	ENSG00000243073	PRAMEF4
ENSMUSG00000028591	Pramel13	77632	ENSG00000279169	PRAMEF13
ENSMUSG00000028591	Pramel13	77632	ENSG00000187545	PRAMEF10
ENSMUSG00000028591	Pramel13	77632	ENSG00000239810	PRAMEF11
ENSMUSG00000028591	Pramel13	77632	ENSG00000116721	PRAMEF1
ENSMUSG00000028591	Pramel13	77632	ENSG00000232423	PRAMEF6
ENSMUSG00000105867	Gm42517	115490131	ENSG00000273238	TMEM271
ENSMUSG00000025732	Mcrip2	68241	ENSG00000172366	MCRIP2
ENSMUSG00000027474	Ccm2l	228788	ENSG00000101331	CCM2L
ENSMUSG00000028931	Kcnab2	16498	ENSG00000069424	KCNAB2
ENSMUSG00000042303	Sgsm3	105835	ENSG00000100359	SGSM3
ENSMUSG00000047002	Msgn1	56184	ENSG00000151379	MSGN1
ENSMUSG00000038467	Chmp4b	75608	ENSG00000101421	CHMP4B
ENSMUSG00000022040	Ephx2	13850	ENSG00000120915	EPHX2
ENSMUSG00000019179	Mdh2	17448	ENSG00000146701	MDH2
ENSMUSG00000024991	Eif3a	13669	ENSG00000107581	EIF3A
ENSMUSG00000017817	Jph2	59091	ENSG00000149596	JPH2
ENSMUSG00000037656	Slc20a2	20516	ENSG00000168575	SLC20A2
ENSMUSG00000050157	Gm867	333670	ENSG00000169314	C22orf15
ENSMUSG00000007987	Ift22	67286	ENSG00000128581	IFT22
ENSMUSG00000066975	Cryba4	12959	ENSG00000196431	CRYBA4
ENSMUSG00000003929	Zfp81	224694	ENSG00000181896	ZNF101
ENSMUSG00000041544	Disp3	242748	ENSG00000204624	DISP3
ENSMUSG00000033237	Arid2	77044	ENSG00000189079	ARID2
ENSMUSG00000020173	Cobl	12808	ENSG00000106078	COBL
ENSMUSG00000068227	Il2rb	16185	ENSG00000100385	IL2RB
ENSMUSG00000074439	Defa5	13239	ENSG00000164821	DEFA4
ENSMUSG00000074439	Defa5	13239	ENSG00000164816	DEFA5
ENSMUSG00000074439	Defa5	13239	ENSG00000239839	DEFA3
ENSMUSG00000074439	Defa5	13239	ENSG00000164822	DEFA6
ENSMUSG00000063929	Cyp4a32	100040843	ENSG00000186204	CYP4F12
ENSMUSG00000021958	Pinx1	72400	ENSG00000254093	PINX1
ENSMUSG00000098773	Gm27179	118567354	ENSG00000244476	ERVFRD-1
ENSMUSG00000044164	Rnf182	328234	ENSG00000180537	RNF182
ENSMUSG00000044222	Defb13	246083	ENSG00000198129	DEFB107B
ENSMUSG00000044222	Defb13	246083	ENSG00000186572	DEFB107A
ENSMUSG00000026883	Dab2ip	69601	ENSG00000136848	DAB2IP
ENSMUSG00000027438	Napb	17957	ENSG00000125814	NAPB
ENSMUSG00000005891	Prl4a1	19110	ENSG00000172179	PRL
ENSMUSG00000027185	Nat10	98956	ENSG00000135372	NAT10
ENSMUSG00000037553	Zdhhc18	503610	ENSG00000204160	ZDHHC18
ENSMUSG00000025196	Cpn1	93721	ENSG00000120054	CPN1
ENSMUSG00000056153	Socs6	54607	ENSG00000170677	SOCS6
ENSMUSG00000030200	Bcl2l14	66813	ENSG00000121380	BCL2L14
ENSMUSG00000073001	Cylc1	67407	ENSG00000183035	CYLC1
ENSMUSG00000094195	Pramel44	108169097	ENSG00000279804	PRAMEF18
ENSMUSG00000094195	Pramel44	108169097	ENSG00000120952	PRAMEF2
ENSMUSG00000094195	Pramel44	108169097	ENSG00000243073	PRAMEF4
ENSMUSG00000094195	Pramel44	108169097	ENSG00000279169	PRAMEF13
ENSMUSG00000094195	Pramel44	108169097	ENSG00000187545	PRAMEF10
ENSMUSG00000094195	Pramel44	108169097	ENSG00000239810	PRAMEF11
ENSMUSG00000094195	Pramel44	108169097	ENSG00000116721	PRAMEF1
ENSMUSG00000094195	Pramel44	108169097	ENSG00000232423	PRAMEF6
ENSMUSG00000048439	Nupl2	231042	ENSG00000136243	NUP42
ENSMUSG00000038485	Socs7	192157	ENSG00000274211	SOCS7
ENSMUSG00000058317	Ube2e2	218793	ENSG00000182247	UBE2E2
ENSMUSG00000016252	Atp5e	67126	ENSG00000124172	ATP5F1E
ENSMUSG00000035385	Ccl2	20296	ENSG00000108691	CCL2
ENSMUSG00000025862	Stag2	20843	ENSG00000101972	STAG2
ENSMUSG00000049176	Frmpd4	333605	ENSG00000169933	FRMPD4
ENSMUSG00000027637	Rab5if	67388	ENSG00000101084	RAB5IF
ENSMUSG00000051592	Ccnb3	209091	ENSG00000147082	CCNB3
ENSMUSG00000075149	Olfr1138	258632	ENSG00000187612	OR5W2
ENSMUSG00000054455	Vapb	56491	ENSG00000124164	VAPB
ENSMUSG00000023935	Spats1	71020	ENSG00000249481	SPATS1
ENSMUSG00000039328	Rnf122	68867	ENSG00000133874	RNF122
ENSMUSG00000021279	Cdc42bpb	217866	ENSG00000198752	CDC42BPB
ENSMUSG00000022471	Xrcc6	14375	ENSG00000196419	XRCC6
ENSMUSG00000022715	Tmem114	74720	ENSG00000232258	TMEM114
ENSMUSG00000033444	Specc1l	74392	ENSG00000100014	SPECC1L
ENSMUSG00000033444	Specc1l	74392	ENSG00000258555	SPECC1L-ADORA2A
ENSMUSG00000005413	Hmox1	15368	ENSG00000100292	HMOX1
ENSMUSG00000063646	Jakmip1	76071	ENSG00000152969	JAKMIP1
ENSMUSG00000044477	Zfand3	21769	ENSG00000156639	ZFAND3
ENSMUSG00000002103	Acp2	11432	ENSG00000134575	ACP2
ENSMUSG00000016028	Celsr1	12614	ENSG00000075275	CELSR1
ENSMUSG00000036199	Ndufa13	67184	ENSG00000186010	NDUFA13
ENSMUSG00000050921	P2ry10	78826	ENSG00000078589	P2RY10
ENSMUSG00000026784	Pdss1	56075	ENSG00000148459	PDSS1
ENSMUSG00000021131	Erh	13877	ENSG00000100632	ERH
ENSMUSG00000062952	Tas2r110	387344	ENSG00000212127	TAS2R14
ENSMUSG00000027405	Nop56	67134	ENSG00000101361	NOP56
ENSMUSG00000006276	Eps15l1	13859	ENSG00000127527	EPS15L1
ENSMUSG00000030674	Qprt	67375	ENSG00000103485	QPRT
ENSMUSG00000038765	Lmx1b	16917	ENSG00000136944	LMX1B
ENSMUSG00000049538	Adamts16	271127	ENSG00000145536	ADAMTS16
ENSMUSG00000039953	Clstn1	65945	ENSG00000171603	CLSTN1
ENSMUSG00000051890	Klhdc1	271005	ENSG00000197776	KLHDC1
ENSMUSG00000041707	Tmem273	69069	ENSG00000204161	TMEM273
ENSMUSG00000064613	Gm24621	NA	ENSG00000207220	RNU1-57P
ENSMUSG00000084696	Gm24892	115489574	ENSG00000201443	RNU6-309P
ENSMUSG00000026851	BC005624	227707	ENSG00000136819	C9orf78
ENSMUSG00000035041	Creb3l3	208677	ENSG00000060566	CREB3L3
ENSMUSG00000024294	Mib1	225164	ENSG00000101752	MIB1
ENSMUSG00000015342	Xk	22439	ENSG00000047597	XK
ENSMUSG00000059182	Skap2	54353	ENSG00000005020	SKAP2
ENSMUSG00000039059	Hrh3	99296	ENSG00000101180	HRH3
ENSMUSG00000096131	Gm9639	675294	ENSG00000215454	KRTAP10-4
ENSMUSG00000096131	Gm9639	675294	ENSG00000188155	KRTAP10-6
ENSMUSG00000096131	Gm9639	675294	ENSG00000221837	KRTAP10-9
ENSMUSG00000096131	Gm9639	675294	ENSG00000243489	KRTAP10-11
ENSMUSG00000037636	Slc25a43	194744	ENSG00000077713	SLC25A43
ENSMUSG00000024013	Fgd2	26382	ENSG00000146192	FGD2
ENSMUSG00000021217	Tshz3	243931	ENSG00000121297	TSHZ3
ENSMUSG00000057234	Mettl15	76894	ENSG00000169519	METTL15
ENSMUSG00000025529	Zfp711	245595	ENSG00000147180	ZNF711
ENSMUSG00000036749	Pramel5	384077	ENSG00000279804	PRAMEF18
ENSMUSG00000036749	Pramel5	384077	ENSG00000120952	PRAMEF2
ENSMUSG00000036749	Pramel5	384077	ENSG00000243073	PRAMEF4
ENSMUSG00000036749	Pramel5	384077	ENSG00000279169	PRAMEF13
ENSMUSG00000036749	Pramel5	384077	ENSG00000187545	PRAMEF10
ENSMUSG00000036749	Pramel5	384077	ENSG00000239810	PRAMEF11
ENSMUSG00000036749	Pramel5	384077	ENSG00000116721	PRAMEF1
ENSMUSG00000036749	Pramel5	384077	ENSG00000232423	PRAMEF6
ENSMUSG00000034748	Sirt6	50721	ENSG00000077463	SIRT6
ENSMUSG00000031131	Vgll1	170828	ENSG00000102243	VGLL1
ENSMUSG00000042644	Itpr3	16440	ENSG00000096433	ITPR3
ENSMUSG00000059901	Adamts14	237360	ENSG00000138316	ADAMTS14
ENSMUSG00000000902	Smarcb1	20587	ENSG00000099956	SMARCB1
ENSMUSG00000024805	Pcgf5	76073	ENSG00000180628	PCGF5
ENSMUSG00000020674	Pxdn	69675	ENSG00000130508	PXDN
ENSMUSG00000023341	Mx2	17858	ENSG00000157601	MX1
ENSMUSG00000018168	Ikzf3	22780	ENSG00000161405	IKZF3
ENSMUSG00000095788	Sirpb1a	320832	ENSG00000101307	SIRPB1
ENSMUSG00000095788	Sirpb1a	320832	ENSG00000198053	SIRPA
ENSMUSG00000025785	Exosc7	66446	ENSG00000075914	EXOSC7
ENSMUSG00000034402	Kcnh5	238271	ENSG00000140015	KCNH5
ENSMUSG00000107023	Gm42715	NA	ENSG00000282034	
ENSMUSG00000107023	Gm42715	NA	ENSG00000080603	SRCAP
ENSMUSG00000021809	Nudt13	67725	ENSG00000166321	NUDT13
ENSMUSG00000039852	Rere	68703	ENSG00000142599	RERE
ENSMUSG00000037379	Spon2	100689	ENSG00000159674	SPON2
ENSMUSG00000036242	Armh4	67419	ENSG00000139971	ARMH4
ENSMUSG00000074754	Smim26	228715	ENSG00000232388	SMIM26
ENSMUSG00000031217	Efnb1	13641	ENSG00000090776	EFNB1
ENSMUSG00000040420	Cdh18	320865	ENSG00000145526	CDH18
ENSMUSG00000040613	Apobec1	11810	ENSG00000111701	APOBEC1
ENSMUSG00000027636	Sla2	77799	ENSG00000101082	SLA2
ENSMUSG00000021373	Cap2	67252	ENSG00000112186	CAP2
ENSMUSG00000022414	Tab1	66513	ENSG00000100324	TAB1
ENSMUSG00000002885	Adgre5	26364	ENSG00000123146	ADGRE5
ENSMUSG00000002455	Prpf6	68879	ENSG00000101161	PRPF6
ENSMUSG00000024905	Tesmin	17771	ENSG00000132749	TESMIN
ENSMUSG00000068219	Ssxb10	385312	ENSG00000187754	SSX7
ENSMUSG00000068219	Ssxb10	385312	ENSG00000241476	SSX2
ENSMUSG00000091243	Vgll3	73569	ENSG00000206538	VGLL3
ENSMUSG00000073721	Pramel15	627009	ENSG00000279804	PRAMEF18
ENSMUSG00000073721	Pramel15	627009	ENSG00000120952	PRAMEF2
ENSMUSG00000073721	Pramel15	627009	ENSG00000243073	PRAMEF4
ENSMUSG00000073721	Pramel15	627009	ENSG00000279169	PRAMEF13
ENSMUSG00000073721	Pramel15	627009	ENSG00000187545	PRAMEF10
ENSMUSG00000073721	Pramel15	627009	ENSG00000239810	PRAMEF11
ENSMUSG00000073721	Pramel15	627009	ENSG00000116721	PRAMEF1
ENSMUSG00000073721	Pramel15	627009	ENSG00000232423	PRAMEF6
ENSMUSG00000009406	Elk1	13712	ENSG00000126767	ELK1
ENSMUSG00000062737	Prl3d2	215028	ENSG00000172179	PRL
ENSMUSG00000073424	Cyp4f15	106648	ENSG00000186115	CYP4F2
ENSMUSG00000021003	Galc	14420	ENSG00000054983	GALC
ENSMUSG00000088547	Gm24965	115490022	ENSG00000252859	RNU6-375P
ENSMUSG00000022391	Rangap1	19387	ENSG00000100401	RANGAP1
ENSMUSG00000004934	Pias4	59004	ENSG00000105229	PIAS4
ENSMUSG00000042473	Tbc1d8b	245638	ENSG00000133138	TBC1D8B
ENSMUSG00000061603	Akap6	238161	ENSG00000151320	AKAP6
ENSMUSG00000052957	Gas1	14451	ENSG00000180447	GAS1
ENSMUSG00000010505	Myt1	17932	ENSG00000196132	MYT1
ENSMUSG00000070388	Fbxo39	628100	ENSG00000177294	FBXO39
ENSMUSG00000020945	Lyzl6	69444	ENSG00000275722	LYZL6
ENSMUSG00000041794	Myrip	245049	ENSG00000170011	MYRIP
ENSMUSG00000003154	Foxj2	60611	ENSG00000065970	FOXJ2
ENSMUSG00000034518	Hmgxb4	70823	ENSG00000100281	HMGXB4
ENSMUSG00000042788	Fam166b	329831	ENSG00000215187	FAM166B
ENSMUSG00000032872	Cyb5r4	266690	ENSG00000065615	CYB5R4
ENSMUSG00000022440	C1qtnf6	72709	ENSG00000133466	C1QTNF6
ENSMUSG00000020609	Apob	238055	ENSG00000084674	APOB
ENSMUSG00000044147	Arf6	11845	ENSG00000165527	ARF6
ENSMUSG00000106233	Mir509	100124449	ENSG00000252583	MIR514B
ENSMUSG00000028851	Nudc	18221	ENSG00000090273	NUDC
ENSMUSG00000034271	Jdp2	81703	ENSG00000140044	JDP2
ENSMUSG00000021322	Aoah	27052	ENSG00000136250	AOAH
ENSMUSG00000045318	Adra2c	11553	ENSG00000184160	ADRA2C
ENSMUSG00000035597	Prpf39	328110	ENSG00000185246	PRPF39
ENSMUSG00000096108	Ighv11-2	NA	ENSG00000271178	IGHV3OR16-13
ENSMUSG00000096108	Ighv11-2	NA	ENSG00000211955	IGHV3-33
ENSMUSG00000096108	Ighv11-2	NA	ENSG00000270550	IGHV3-30
ENSMUSG00000027547	Sall4	99377	ENSG00000101115	SALL4
ENSMUSG00000086316	Nbdy	70123	ENSG00000204272	NBDY
ENSMUSG00000037902	Sirpa	19261	ENSG00000101307	SIRPB1
ENSMUSG00000037902	Sirpa	19261	ENSG00000198053	SIRPA
ENSMUSG00000021108	Prkch	18755	ENSG00000258989	
ENSMUSG00000071113	Mboat4	234155	ENSG00000177669	MBOAT4
ENSMUSG00000040842	Szrd1	213491	ENSG00000055070	SZRD1
ENSMUSG00000064084	Olfr1202	258454	ENSG00000258817	OR4C13
ENSMUSG00000039853	Trim14	74735	ENSG00000106785	TRIM14
ENSMUSG00000039483	Asb6	72323	ENSG00000148331	ASB6
ENSMUSG00000075075	Olfr1253	258370	ENSG00000221840	OR4A5
ENSMUSG00000075075	Olfr1253	258370	ENSG00000225997	OR4A8
ENSMUSG00000001962	Fam50a	108160	ENSG00000071859	FAM50A
ENSMUSG00000087119	Atg4a-ps	NA	ENSG00000101844	ATG4A
ENSMUSG00000039985	Sinhcaf	56306	ENSG00000139146	SINHCAF
ENSMUSG00000048550	Thnsl1	208967	ENSG00000185875	THNSL1
ENSMUSG00000018986	Slfn3	20557	ENSG00000205045	
ENSMUSG00000027164	Traf6	22034	ENSG00000175104	TRAF6
ENSMUSG00000048482	Bdnf	12064	ENSG00000176697	BDNF
ENSMUSG00000016308	Ube2a	22209	ENSG00000077721	UBE2A
ENSMUSG00000080610	Snord110	NA	ENSG00000221116	SNORD110
ENSMUSG00000020331	Hcn2	15166	ENSG00000099822	HCN2
